1045114383|"United We Stand, God Bless!"
1045122521|"Cooperstown, NY"
1045125403|"Pittsboro, North Carolina"
1045125754|"Shaftsbury, Vermont"
1045128766|"Phoenix"
1045130515|"Chicago IL"
1045138555|"GTA,ONTARIO"
1045139541|"Pennsylvania"
1045143944|"Pacific Northwest"
1045147623|"ALFRED, MAINE 04002"
1045154238|"Palatka, Florida"
1045157743|"Miami, FL"
1045164703|"Diamondhead, MS"
1045165699|"New York State"
1045170563|"Avon, Colorado"
1045175503|"Santa Clara, CA"
1045178271|"morris, il"
1045180169|"Southwestern NY"
1045180870|"REIDSVILLE, N C"
1045181453|"NJ"
1045186593|"Beantown"
1045188109|"Baltimore, MD"
1045188547|"St. Clair, MI."
1045195481|"Collingswood, NJ"
1045196855|"Birmingham, Alabama"
1045212403|"PA"
1045218059|"Fabrics by the Yard! Worldwide Bids Welcome!"
1045218598|"New Jersey"
1045221605|"New London, CT"
1045224300|"Georgia"
1045231642|"New Jersey"
1045233300|"LINCOLN, NEBRASKA"
1045233442|"Palm Harbor, Florida"
1045234402|"McLean, VA"
1045234819|"Stan Sanders Bottle Museum-So.Salt Lake,Ut."
1045234876|"COLTON"
1045237036|"LINCOLN, NEBRASKA"
1045238762|"Kansas City, MO"
1045240995|"Iowa"
1045241431|"LINCOLN, NEBRASKA"
1045241545|"BETSY'S COLLECTIONS DONEGAL PA"
1045241826|"Oxnard, Ca."
1045246078|"Stowe, VT"
1045246222|"ParkForest, IL."
1045251618|"NJ"
1045254741|"STLOUIS,MISSOURI"
1045258842|"dayton ohio home of hangar 13"
1045259468|"Base of the Berkshires"
1045260173|"Bethlehem, PA"
1045261977|"Petaluma, Calif."
1045264614|"Texas"
1045266160|"Moose Jaw ,Sask."
1045266709|"CA, USA"
1045268293|"South Yorkshire"
1045269489|"BETSY'S COLLECTIONS DONEGAL PA"
1045272701|"Riverside,Iowa"
1045274788|"Indiana"
1045275048|"SI, NY"
1045278747|"White Lake, MI"
1045279551|"Sandhills, NC"
1045280711|"Milwaukee"
1045282425|"BEACHWOOD, OH"
1045284904|"Indianapolis. IN"
1045288166|"Alpharetta, GA"
1045291850|"Berks County, PA"
1045298651|"western ma"
1045299503|"Topeka, Kansas"
1045299669|"ALTAMONT, IL"
1045301128|"Atlanta, GA"
1045301946|"Lawton--Ft. Sill"
1045302047|"Liberty, MO"
1045302410|"Jacksonville, Fl"
1045302453|"Millersville, PA"
1045304791|"California"
1045307826|"NEBRASKA"
1045307931|"Phoenix, AZ"
1045308478|"Oconomowoc, WI"
1045310980|"S.Fl"
1045314191|"Tarheel State NC"
1045314314|"St. Louis, Missouri"
1045317455|"NH"
1045321693|"florida"
1045321773|"Williams Bay, Wisconsin"
1045324904|"Long Island"
1045327231|"Southwest, CT."
1045330340|"Midwest"
1045333202|"Fayetteville, Pa."
1045336733|"fonda,ny"
1045341043|"dutchess county"
1045341232|"TEXAS"
1045341471|"Combine, Texas"
1045344452|"San Antonio TX"
1045345929|"Greenwood, WI"
1045346056|"Southwest Iowa"
1045346859|"Iron Range"
1045347222|"DOOMSDAY SQUADRON"
1045348061|"Edmonton, Alberta"
1045350187|"Offices in Spain & the UK - We Ship Worldwide"
1045350419|"Offices in Spain & the UK - We Ship Worldwide"
1045351274|"San Francisco, California"
1045351627|"WISC"
1045351652|"Offices in Spain & the UK - We Ship Worldwide"
1045351826|"new jersey"
1045354249|"SYRACUSE,NY"
1045358739|"Missouri"
1045360853|"Brownstown, Michigan"
1045361037|"Akron, Ohio"
1045363331|"Cambridge, Minnesota"
1045365342|"East Texas"
1045365533|"Clarksburg, WV"
1045367953|"New Jersey"
1045372296|"Bloomsburg"
1045372371|"Florida"
1045380204|"SLC, UT"
1045382014|"Upper Marlboro, MD"
1045384231|"San Diego, California"
1045385330|"Derry, NH"
1045387051|"SUNNY FLORIDA"
1045388760|"Mesa, Arizona"
1045390166|"Milwaukee, WI"
1045393477|"SLIME'S WORLD"
1045394164|"Montreal"
1045399008|"Center Valley, PA"
1045404382|"Wine Country, CA"
1045405868|"HAMDEN, CT"
1045406109|"MARYSVILLE, WASHINGTON"
1045406821|"Murrysville, PA."
1045407232|"Virginia Beach, Virginia"
1045411293|"FLORIDA"
1045411403|"Home of the Corvette"
1045413526|"PITTSBURGH"
1045413825|"my busy home in the country"
1045415692|"Trenton, NJ"
1045416099|"sunrise"
1045416950|"chicago"
1045419344|"NY NY"
1045421406|"USA"
1045422574|"Cornelius Oregon"
1045425068|"usa"
1045425542|"Northwest Montana"
1045425917|"Georgia"
1045431640|"Chicago, Illinois"
1045433256|"Royal Oak, MI"
1045438020|"OHIO"
1045438202|"SO CAL"
1045438837|"Inver Grove Hgts MN"
1045443230|"Allen, Texas"
1045447604|"Chicago"
1045449303|"Ontario"
1045452503|"SO CAL"
1045453249|"Turnersville, NJ"
1045456564|"NW Arkansas"
1045456771|"British Columbia (I accept PayPal)"
1045460719|"Cleveland Ohio"
1045461511|"Huntsville, Ar."
1045462001|"east coast"
1045463362|"New Jersey"
1045464047|"New Jersey"
1045468095|"Austin, TX"
1045468544|"Old~Fashioned Country Service"
1045468872|"Denver"
1045471787|"Newton, Mississippi-Looking for Santa"
1045473268|"New Orleans"
1045473347|"New Orleans"
1045477459|"my busy home in the country"
1045477615|"ALLIANCE, NEBRASKA"
1045478180|"Western PA"
1045478376|"Memphis, TN"
1045480931|"VENTURA, CALIF."
1045480969|"Northwest Suburbs"
1045481175|"New Orleans"
1045481434|"Dallas Or,."
1045481868|"New Orleans"
1045481985|"New York"
1045483038|"SO CAL"
1045483617|"North Carolina"
1045485650|"NO HANDLING CHARGES - SAVE ON SHIPPING"
1045486382|"The Lone Star State"
1045486995|"Dayton, OH"
1045488593|"HAPPY HOLIDAYS-CHECK MY OTHER AUCTIONS !!"
1045489344|"Chicago, IL"
1045491776|"NJ"
1045493359|"TITAN COUNTRY"
1045493882|"FARGO, ND."
1045493963|"Baltimore, MD"
1045494090|"Amish Country PA"
1045494393|"North Carolina"
1045495205|"SPOKANE VALLEY"
1045495328|"OZARK MOUNTAINS"
1045504133|"Seattle"
1045504875|"York, PA Where Comics Come to Life"
1045505212|"CT"
1045508755|"Detroit Michigan USA"
1045510294|"Seattle"
1045512636|"HAPPY HOLIDAY'S WILL COMBINE SHIPPING !!!!!!!"
1045516588|"Oakwood, OH"
1045516919|"Douglas, WY"
1045520156|"** MY HOUSE **"
1045521656|"nj"
1045522967|"North Carolina"
1045523926|"Shandon Village"
1045524027|"Burbank, CA"
1045533758|"Rhode Island THE OCEAN STATE"
1045535889|"Venice, Fl."
1045541095|"CH-CH-CHICAGO"
1045543530|"Pittsburgh, PA"
1045546047|"Sunrise, FL"
1045548723|"NY Finger Lakes"
1045551724|"Seymour, Ct"
1045553108|"Maryland"
1045556104|"Odessa, TX"
1045556364|"Kearney, MO"
1045557193|"dorset"
1045558134|"South Bend, Nebraska"
1045560663|"Check out my other auctions!!"
1045562364|"Birmingham, AL"
1045568348|"North Carolina"
1045570474|"Johnstown, Pa."
1045570482|"New York"
1045570669|"Central Georgia"
1045573947|"Alabama"
1045577527|"COLORADO"
1045577561|"Bothell WA"
1045578379|"TupperUSA"
1045582030|"Honolulu"
1045584095|"TUCSON, ARIZONA"
1045584268|"MOODY"
1045585905|"N W PA"
1045585978|"Harrisburg,Pa"
1045586641|"CINCINNATI - ORIGINAL HOME OF RAIN MAN!"
1045588543|"Rhode Island"
1045590166|"Shamokin, PA"
1045591004|"Almena Wisconsin"
1045593599|"Southern California"
1045594176|"Water Row, MA"
1045596448|"HOME OF THE HEROES"
1045598437|"NEW JERSEY"
1045599241|"Westchester County"
1045601612|"Jefferson City, MO"
1045602125|"Scottsdale, Arizona"
1045602170|"New Jersey"
1045602986|"DAYTONA BCH FL"
1045604603|"Phantomas Lives!"
1045606939|"Tampa, Florida"
1045608236|"ESCANABA, MI"
1045609290|"Alpharetta"
1045609361|"Rochester"
1045612863|"NW PA"
1045615794|"Saginaw, Michigan"
1045615887|"God Bless the USA Texas"
1045617280|"Ellendale"
1045618119|"Cincinnati OH"
1045632120|"ND"
1045634599|"Yadkinville,NC.27055"
1045635023|"Danville"
1045641581|"Indiana"
1045647851|"SUNNY SAN DIEGO"
1045648841|"Central PA"
1045652705|"Near Disneyland, Ca."
1045653591|"Chicago, IL (No Pick-ups)"
1045655459|"West Hartford, CT"
1045655586|"Bismarck, ND"
1045655611|"Rochester,MN"
1045657358|"Bismarck, ND"
1045657408|"Bismarck, ND"
1045657799|"North Stonington, CT"
1045664346|"Bag End"
1045671817|"Amarillo, TX"
1045671883|"Providence, RI"
1045677283|"Phoenix"
1045677572|"TORRANCE"
1045678297|"Ogilvie,MN"
1045678903|"Canada"
1045679123|"Southbury CT"
1045680516|"Harrisburg, PA"
1045680577|"Odessa, Mo."
1045681492|"LAS VEGAS, NEVADA 89145"
1045681675|"Little Rock, AR"
1045683252|"Lake Charles, LA"
1045684594|"VALLEY OF THE SUN"
1045688690|"Heart Of The Midwest"
1045689513|"SUNNY FLORIDA"
1045692163|"Edgerton, Minnesota"
1045696657|"Beautiful Island of Oahu"
1045697315|"ebay powerseller!"
1045698576|"Scottsdale, AZ"
1045699221|"Rhode Island"
1045699348|"Pacific Northwest"
1045700537|"Marshall, MI"
1045702702|"Table Rock Lake"
1045703148|"BURLINGTON, NC"
1045704363|"Waterloo, Ontario"
1045705706|"Northern California"
1045710634|"Austin Texas"
1045711485|"USA"
1045716476|"Champaign, IL"
1045719451|"Northeast"
1045722461|"Panama City, FL"
1045722507|"Panama City, FL"
1045723239|"buffalo n.y."
1045723355|"BUY IT NOW AND STOP THE MADNESS!!"
1045724030|"MTN. HOME, ARKANSAS"
1045724759|"Englishtown, New Jersey"
1045725925|"rural southwest Indiana"
1045728189|"Lakewood, California"
1045728214|"Lakewood, California"
1045730799|"Providence"
1045731418|"Ann Arbor"
1045732786|"Land of OZ"
1045732931|"Grosse Pointe"
1045738337|"Pa"
1045739279|"ORANGE COUNTY"
1045742100|"York, PA Where Comics Come to Life"
1045743020|"near Lincoln, Nebraska ""Home of the Huskers"""
1045746374|"Indiana"
1045746742|"Maine"
1045747129|"Orlando"
1045747332|"South Jersey 08071"
1045748248|"PITTSBURGH"
1045748611|"MTN. HOME, ARKANSAS"
1045750612|"Rock and Roll City"
1045754011|"Iowa"
1045754969|"Hamilton, Ontario"
1045756299|"Bottle Country - Southeast Pennsylvania"
1045756410|"Utica, N.Y."
1045756544|"God bless the USA!"
1045757105|"St. Louis, MO"
1045757611|"Basket Town"
1045758137|"Oneonta, NY"
1045761123|"MAINE"
1045761545|"NE Ohio"
1045764509|"Hurst, TX"
1045767117|"Maine"
1043374545|"its a dry heat"
1043397459|"LONG ISLAND USA"
1043402767|"MIlwaukee Wi"
1043402785|"MIlwaukee Wi"
1043495702|"Missouri The Show Me State"
1043506302|"ga"
1043562035|"Cleveland,OH"
1043565691|"Bob.com, Virginia"
1043608482|"Check out my other Auctions and Save BIG"
1043650580|"NY"
1043747228|"Portland, Oregon"
1043749860|"NJ,USA"
1043817906|"Iowa"
1043899828|"THE SHORES of LAKE ERIE ~~OH~~"
1043930362|"FLORIDA ~~~ 800-981-9064 ~~~8am - 10pm 7 days"
1043937480|"FLORIDA"
1043987329|"I SHIP WORLD WIDE & ACCEPT PAYPAL!!!!!!!!!!!!"
1044027229|"Long Island, New York"
1044042244|"Tucson, AZ"
1044078197|"Creal Springs, IL"
1044100897|"near Seattle"
1044104207|"Los Angeles, CA"
1044107651|"Avon, MA 02322"
1044123448|"NC"
1044154993|"Pennsylvania"
1044160600|"CORVALLIS, OREGON"
1044214000|"Tennessee"
1044269494|"Oak Harbor, WA"
1044271868|"cornerantiques.com"
1044279832|"Los Angeles"
1044285284|"Scottsdale, Arizona, U.S.A."
1044297318|"NW WI"
1044300051|"MARION OHIO"
1044334640|"Newport County, RI"
1044348163|"dutchess county"
1044361617|"Santa Monica, CA"
1044363196|"Save our wildlife in PA!"
1044367519|"Baltimore/D.C."
1044387921|"Bushnell,Il."
1044389855|"Royer"
1044392363|"Northwest Suburbs"
1044407002|"LI/NY"
1044412792|"FRANKFORT, IN"
1044417566|"R.C."
1044429906|"Spring, Texas"
1044448350|"Lafayette CA"
1044458000|"its a dry heat"
1044517180|"Tulsa, OK"
1044520426|"Folsom, CA"
1044521948|"Ocean County, NJ"
1044527090|"Ocean County, NJ"
1044553439|"Texas"
1044575304|"CA"
1044583004|"none"
1044589232|"State of Maine"
1044589406|"Australia"
1044638123|"dutchess county"
1044638749|"Toledo, OH"
1044650862|"Diamond Bar,CA-check out our other items!!"
1044652547|"Moose Jaw ,Sask."
1044670345|"dallas"
1044677094|"Avon, Colorado"
1044682407|"Glasgow, UK We Ship Worldwide!"
1044688877|"SMALLTOWN USA"
1044689408|"Riverside, Ca"
1044698086|"RICHMOND, VA"
1044704534|"Glasgow, UK We Ship Worldwide!"
1044707198|"Gainesville, FL"
1044709075|"AZ"
1044725095|"Wichita Falls, TX"
1044730246|"Tacoma, Washington"
1044731826|"lexington ms"
1044753275|"Villa Park,"
1044760560|"TOLEDO, OHIO"
1044766839|"San Diego, CA"
1044769132|"S.C. BEACH"
1044771169|"Levittown"
1044772419|"NC"
1044774869|"ONTARIO, CANADA"
1044780959|"Stowe, VT"
1044789966|"WP, FL 32792"
1044790001|"Colorado"
1044790439|"PAY WITH PAYPAL"
1044797607|"Huntington, NY"
1044804097|"Fayetteville, NC *Pope Air Force Base*"
1044808556|"Lakeland, FL"
1044809898|"FLORIDA"
1044813117|"Jefferson, Or."
1044819242|"Spring, Texas"
1044820175|"WV"
1044831955|"Michigan"
1044843918|"Area 51"
1044846301|"Bedford OH"
1044846316|"CINCINNATI"
1044847509|"Houston"
1044848909|"VT"
1044849628|"Elk Grove, CA"
1044850586|"Toronto, ON"
1044853098|"Houston, TX"
1044855059|"new jersey"
1044855531|"Eastern CT"
1044861783|"Beloit, WI"
1044863124|"Highland, Indiana"
1044863839|"South Georgia"
1044864736|"Spring Lake, NC"
1044864943|"Hamilton! OH"
1044880223|"Southern NJ"
1044880929|"Orland Park 708-349-2486"
1044884674|"New Windsor, NY"
1044884849|"The Fort, IN"
1044896146|"Washington State"
1044896485|"MOTOR CITY"
1044897718|"The Great Pacific Northwest"
1044908245|"KENTUCKY"
1044910123|"Madison, WI"
1044913099|"Neverland Comics / Roseburg Oregon"
1044914830|"dutchess county"
1044917206|"ft lauderdale fl"
1044923263|"Brillion, WI"
1044938750|"Denver, CO"
1044942087|"DIXIE"
1044942715|"IL - Free USA S/H/I on 4 or More Hinged Boxes"
1044943868|"Covington La"
1044944674|"Paducah, KY"
1044948773|"Waukesha, WI"
1044953624|"LONG ISLAND"
1044954717|"arkansas"
1044955341|"Ridgefield,CT.06877"
1044968142|"Montreal"
1044968489|"Long Island"
1044970243|"West Michigan"
1044982114|"Beautiful Bluegrass Music State!"
1044988356|"Cook County, IL"
1044993053|"North Dakota"
1044995614|"PAY PAL ACCEPTED"
1044996076|"LIsle, IL"
1044999719|"san diego, ca"
1045001090|"ORLANDO, FL"
1045003409|"CENTRAL VALLEY"
1045005815|"CA, USA"
1045013883|"toronto ontario"
1045014297|"CT."
1045014900|"Lexington, NE"
1045017350|"NJ"
1045020620|"Washington State"
1045021816|"MIDWEST"
1045023344|"Painesvile"
1045023664|"Pecatonica, IL"
1045028393|"Pittsburgh - Home of Steelers !"
1045028764|"Merry Christmas and Happy New Year"
1045032333|"Allentown, PA"
1045033048|"Boise, ID"
1045034546|"Nebraska"
1045034667|"Outer Banks"
1045036517|"Rio, Home of Undun Wind ~ Dun QH Stallion, WI"
1045041605|"Tallahassee, FL"
1045048091|"The Garden Spot of the World -- Brooklyn USA!"
1045048202|"The Garden Spot of the World -- Brooklyn USA!"
1045080370|"White Mountains Region New Hampshire"
1045080937|"NJ"
1045090378|"MOSES LAKE, WASHINGTON"
1045100798|"Eden Prairie, MN"
1045102327|"Pace, Florida"
1045104966|"Buffalo, NY"
1045107350|"Sterling, Virginia"
1045110355|"Fort Scott, KS"
1045111305|"Florida"
1045114383|"United We Stand, God Bless!"
1045122521|"Cooperstown, NY"
1045125403|"Pittsboro, North Carolina"
1045125754|"Shaftsbury, Vermont"
1045128766|"Phoenix"
1045130515|"Chicago IL"
1045138555|"GTA,ONTARIO"
1045139541|"Pennsylvania"
1045143944|"Pacific Northwest"
1045147623|"ALFRED, MAINE 04002"
1045154238|"Palatka, Florida"
1045157743|"Miami, FL"
1045164703|"Diamondhead, MS"
1045165699|"New York State"
1045170563|"Avon, Colorado"
1045175503|"Santa Clara, CA"
1045178271|"morris, il"
1045180169|"Southwestern NY"
1045180870|"REIDSVILLE, N C"
1045181453|"NJ"
1045186593|"Beantown"
1045188109|"Baltimore, MD"
1045188547|"St. Clair, MI."
1045195481|"Collingswood, NJ"
1045196855|"Birmingham, Alabama"
1045212403|"PA"
1045218059|"Fabrics by the Yard! Worldwide Bids Welcome!"
1045218598|"New Jersey"
1045221605|"New London, CT"
1045224300|"Georgia"
1045231642|"New Jersey"
1045233300|"LINCOLN, NEBRASKA"
1045233442|"Palm Harbor, Florida"
1045234402|"McLean, VA"
1045234819|"Stan Sanders Bottle Museum-So.Salt Lake,Ut."
1045234876|"COLTON"
1045237036|"LINCOLN, NEBRASKA"
1045238762|"Kansas City, MO"
1045240995|"Iowa"
1045241431|"LINCOLN, NEBRASKA"
1045241545|"BETSY'S COLLECTIONS DONEGAL PA"
1045241826|"Oxnard, Ca."
1045246078|"Stowe, VT"
1045246222|"ParkForest, IL."
1045251618|"NJ"
1045254741|"STLOUIS,MISSOURI"
1045258842|"dayton ohio home of hangar 13"
1045259468|"Base of the Berkshires"
1045260173|"Bethlehem, PA"
1045261977|"Petaluma, Calif."
1045264614|"Texas"
1045266160|"Moose Jaw ,Sask."
1045266709|"CA, USA"
1045268293|"South Yorkshire"
1045269489|"BETSY'S COLLECTIONS DONEGAL PA"
1045272701|"Riverside,Iowa"
1045274788|"Indiana"
1045275048|"SI, NY"
1045278747|"White Lake, MI"
1045279551|"Sandhills, NC"
1045280711|"Milwaukee"
1045282425|"BEACHWOOD, OH"
1045284904|"Indianapolis. IN"
1045288166|"Alpharetta, GA"
1045291850|"Berks County, PA"
1045298651|"western ma"
1045299503|"Topeka, Kansas"
1045299669|"ALTAMONT, IL"
1045301128|"Atlanta, GA"
1045301946|"Lawton--Ft. Sill"
1045302047|"Liberty, MO"
1045302410|"Jacksonville, Fl"
1045302453|"Millersville, PA"
1045304791|"California"
1045307826|"NEBRASKA"
1045307931|"Phoenix, AZ"
1045308478|"Oconomowoc, WI"
1045310980|"S.Fl"
1045314191|"Tarheel State NC"
1045314314|"St. Louis, Missouri"
1045317455|"NH"
1045321693|"florida"
1045321773|"Williams Bay, Wisconsin"
1045324904|"Long Island"
1045327231|"Southwest, CT."
1045330340|"Midwest"
1045333202|"Fayetteville, Pa."
1045336733|"fonda,ny"
1045341043|"dutchess county"
1045341232|"TEXAS"
1045341471|"Combine, Texas"
1045344452|"San Antonio TX"
1045345929|"Greenwood, WI"
1045346056|"Southwest Iowa"
1045346859|"Iron Range"
1045347222|"DOOMSDAY SQUADRON"
1045348061|"Edmonton, Alberta"
1045350187|"Offices in Spain & the UK - We Ship Worldwide"
1045350419|"Offices in Spain & the UK - We Ship Worldwide"
1045351274|"San Francisco, California"
1045351627|"WISC"
1045351652|"Offices in Spain & the UK - We Ship Worldwide"
1045351826|"new jersey"
1045354249|"SYRACUSE,NY"
1045358739|"Missouri"
1045360853|"Brownstown, Michigan"
1045361037|"Akron, Ohio"
1045363331|"Cambridge, Minnesota"
1045365342|"East Texas"
1045365533|"Clarksburg, WV"
1045367953|"New Jersey"
1045372296|"Bloomsburg"
1045372371|"Florida"
1045380204|"SLC, UT"
1045382014|"Upper Marlboro, MD"
1045384231|"San Diego, California"
1045385330|"Derry, NH"
1045387051|"SUNNY FLORIDA"
1045388760|"Mesa, Arizona"
1045390166|"Milwaukee, WI"
1045393477|"SLIME'S WORLD"
1045394164|"Montreal"
1045399008|"Center Valley, PA"
1045404382|"Wine Country, CA"
1045405868|"HAMDEN, CT"
1045406109|"MARYSVILLE, WASHINGTON"
1045406821|"Murrysville, PA."
1045407232|"Virginia Beach, Virginia"
1045411293|"FLORIDA"
1045411403|"Home of the Corvette"
1045413526|"PITTSBURGH"
1045413825|"my busy home in the country"
1045415692|"Trenton, NJ"
1045416099|"sunrise"
1045416950|"chicago"
1045419344|"NY NY"
1045421406|"USA"
1045422574|"Cornelius Oregon"
1045425068|"usa"
1045425542|"Northwest Montana"
1045425917|"Georgia"
1045431640|"Chicago, Illinois"
1045433256|"Royal Oak, MI"
1045438020|"OHIO"
1045438202|"SO CAL"
1045438837|"Inver Grove Hgts MN"
1045443230|"Allen, Texas"
1045447604|"Chicago"
1045449303|"Ontario"
1045452503|"SO CAL"
1045453249|"Turnersville, NJ"
1045456564|"NW Arkansas"
1045456771|"British Columbia (I accept PayPal)"
1045460719|"Cleveland Ohio"
1045461511|"Huntsville, Ar."
1045462001|"east coast"
1045463362|"New Jersey"
1045464047|"New Jersey"
1045468095|"Austin, TX"
1045468544|"Old~Fashioned Country Service"
1045468872|"Denver"
1045471787|"Newton, Mississippi-Looking for Santa"
1045473268|"New Orleans"
1045473347|"New Orleans"
1045477459|"my busy home in the country"
1045477615|"ALLIANCE, NEBRASKA"
1045478180|"Western PA"
1045478376|"Memphis, TN"
1045480931|"VENTURA, CALIF."
1045480969|"Northwest Suburbs"
1045481175|"New Orleans"
1045481434|"Dallas Or,."
1045481868|"New Orleans"
1045481985|"New York"
1045483038|"SO CAL"
1045483617|"North Carolina"
1045485650|"NO HANDLING CHARGES - SAVE ON SHIPPING"
1045486382|"The Lone Star State"
1045486995|"Dayton, OH"
1045488593|"HAPPY HOLIDAYS-CHECK MY OTHER AUCTIONS !!"
1045489344|"Chicago, IL"
1045491776|"NJ"
1045493359|"TITAN COUNTRY"
1045493882|"FARGO, ND."
1045493963|"Baltimore, MD"
1045494090|"Amish Country PA"
1045494393|"North Carolina"
1045495205|"SPOKANE VALLEY"
1045495328|"OZARK MOUNTAINS"
1045504133|"Seattle"
1045504875|"York, PA Where Comics Come to Life"
1045505212|"CT"
1045508755|"Detroit Michigan USA"
1045510294|"Seattle"
